ApplicationId,ApplicantName,DateOfBirth,Gender,AadhaarNumber,Mobile,Email,PresentAddress,PermanentAddress,Division,SubDivision,PoliceStation,PassportType,ApplicationPriority,TravelPurpose,TravelCountry,ApplicationStatus,AssignedConstable,FieldVisitCompleted,CriminalRecord,FirLinked,CourtCasePending,LookoutNotice,RejectionReason,OfficerRemarks,VerificationDate
PV-2026-CHI-0489,"Raghavendra Nambiar",1975-10-04,Male,XXXX-XXXX-1130,9843880310,raghavendra.nambiar94@example.com,"#130, Main Road, Chikkamagaluru","#130, Main Road, Chikkamagaluru",Bengaluru,Chikkamagaluru,Chikkamagaluru Town PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"WHC Renuka B. (KSP-CON-3891)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0490,"Sachin Varma",1991-12-07,Male,XXXX-XXXX-1167,9843888229,sachin.varma95@example.com,"#145, Main Road, Chikkamagaluru","#145, Main Road, Chikkamagaluru",Bengaluru,Chikkamagaluru,Kadur PS,Renewal,NORMAL,"Tourism",Australia,VERIFIED,"WPC Geetha R. (KSP-CON-4902)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0491,"Rahul Verma",1965-02-10,Male,XXXX-XXXX-1204,9843896148,rahul.verma96@example.com,"#160, Main Road, Chikkamagaluru","#160, Main Road, Chikkamagaluru",Bengaluru,Chikkamagaluru,Mudigere PS,Tatkal,TATKAL,"Family Visit",Japan,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0492,"Girish Bhat",1981-04-13,Male,XXXX-XXXX-1241,9843904067,girish.bhat97@example.com,"#175, Main Road, Chikkamagaluru","#175, Main Road, Chikkamagaluru",Bengaluru,Chikkamagaluru,Tarikere PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-CHI-0493,"Sunil Das",1997-06-16,Male,XXXX-XXXX-1278,9843911986,sunil.das98@example.com,"#190, Main Road, Chikkamagaluru","#190, Main Road, Chikkamagaluru",Bengaluru,Chikkamagaluru,Chikkamagaluru Town PS,Renewal,NORMAL,"Higher Studies (UK/Europe)",Germany,PENDING,"PC Chethan V. (KSP-CON-6245)",false,false,,false,false,,,
PV-2026-CHI-0494,"Raghavendra Nambiar",1971-08-19,Male,XXXX-XXXX-1315,9843919905,raghavendra.nambiar0@example.com,"#205, Main Road, Chikkamagaluru","#205, Main Road, Chikkamagaluru",Bengaluru,Chikkamagaluru,Kadur PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,PENDING,"PC Venkatesh G. (KSP-CON-5512)",false,false,,false,false,,,
PV-2026-CHI-0495,"Sachin Varma",1987-10-22,Male,XXXX-XXXX-1352,9843927824,sachin.varma1@example.com,"#220, Main Road, Chikkamagaluru","#220, Main Road, Chikkamagaluru",Bengaluru,Chikkamagaluru,Mudigere PS,Fresh,NORMAL,"Tourism",France,PENDING,"HC Basavaraj M. (KSP-CON-1890)",false,false,,false,false,,,
PV-2026-CHI-0496,"Rahul Verma",2003-12-25,Male,XXXX-XXXX-1389,9843935743,rahul.verma2@example.com,"#235, Main Road, Chikkamagaluru","#235, Main Road, Chikkamagaluru",Bengaluru,Chikkamagaluru,Tarikere PS,Renewal,NORMAL,"Tourism",Australia,FIELD_VISIT_DONE,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,,
PV-2026-CHI-0497,"Girish Bhat",1977-02-28,Male,XXXX-XXXX-1426,9843943662,girish.bhat3@example.com,"#250, Main Road, Chikkamagaluru","#250, Main Road, Chikkamagaluru",Bengaluru,Chikkamagaluru,Chikkamagaluru Town PS,Fresh,NORMAL,"Family Visit",Japan,FIELD_VISIT_DONE,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,,
PV-2026-CHI-0498,"Sunil Das",1993-04-03,Male,XXXX-XXXX-1463,9843951581,sunil.das4@example.com,"#265, Main Road, Chikkamagaluru","#265, Main Road, Chikkamagaluru",Bengaluru,Chikkamagaluru,Kadur PS,Tatkal,TATKAL,"Work Visa (USA)",United States of America,PENDING,"PC Anand Kumar T. (KSP-CON-7104)",false,false,,false,false,,,
PV-2026-CHI-0499,"Raghavendra Nambiar",1967-06-06,Male,XXXX-XXXX-1500,9843959500,raghavendra.nambiar5@example.com,"#280, Main Road, Chikkamagaluru","#280, Main Road, Chikkamagaluru",Bengaluru,Chikkamagaluru,Mudigere PS,Renewal,URGENT,"Higher Studies (UK/Europe)",Germany,FLAGGED,"PC Shivakumar N. (KSP-CON-6721)",true,true,FIR-2025-600/CHI,true,false,,"FLAGGED TO SPECIAL BRANCH / CID: Linked to FIR-2025-600/CHI. Case pending in jurisdictional court.",2026-06-15T11:20:00
PV-2026-CHI-0500,"Sachin Varma",1983-08-09,Male,XXXX-XXXX-1537,9843967419,sachin.varma6@example.com,"#295, Main Road, Chikkamagaluru","#295, Main Road, Chikkamagaluru",Bengaluru,Chikkamagaluru,Tarikere PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,REJECTED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,"Applicant failed to produce original documents during physical verification","Application rejected by Police Sub-Inspector. Reason: Applicant failed to produce original documents during physical verification",2026-05-10T16:00:00
PV-2026-DAK-0501,"Venkatesh Shetty",1981-06-08,Male,XXXX-XXXX-1574,9843975338,venkatesh.shetty7@example.com,"#10, Main Road, Dakshina Kannada","#10, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Kadri PS,Tatkal,TATKAL,"Family Visit",Japan,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAK-0502,"Suresh Kumar",1997-08-11,Male,XXXX-XXXX-1611,9843983257,suresh.kumar8@example.com,"#25, Main Road, Dakshina Kannada","#25, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Mangaluru North PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAK-0503,"Vijay Iyengar",1971-10-14,Male,XXXX-XXXX-1648,9843991176,vijay.iyengar9@example.com,"#40, Main Road, Dakshina Kannada","#40, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Bunder PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"PC Chethan V. (KSP-CON-6245)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAK-0504,"Sanjay Nayak",1987-12-17,Male,XXXX-XXXX-1685,9843999095,sanjay.nayak10@example.com,"#55, Main Road, Dakshina Kannada","#55, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Ullal PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Venkatesh G. (KSP-CON-5512)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAK-0505,"Deepak Choudhury",2003-02-20,Male,XXXX-XXXX-1722,9844007014,deepak.choudhury11@example.com,"#70, Main Road, Dakshina Kannada","#70, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Puttur PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"HC Basavaraj M. (KSP-CON-1890)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAK-0506,"Venkatesh Shetty",1977-04-23,Male,XXXX-XXXX-1759,9844014933,venkatesh.shetty12@example.com,"#85, Main Road, Dakshina Kannada","#85, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Bantwal PS,Tatkal,TATKAL,"Tourism",Australia,VERIFIED,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAK-0507,"Suresh Kumar",1993-06-26,Male,XXXX-XXXX-1796,9844022852,suresh.kumar13@example.com,"#100, Main Road, Dakshina Kannada","#100, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Kadri PS,Renewal,NORMAL,"Family Visit",Japan,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAK-0508,"Vijay Iyengar",1967-08-01,Male,XXXX-XXXX-1833,9844030771,vijay.iyengar14@example.com,"#115, Main Road, Dakshina Kannada","#115, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Mangaluru North PS,Fresh,URGENT,"Work Visa (USA)",United States of America,VERIFIED,"PC Anand Kumar T. (KSP-CON-7104)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAK-0509,"Sanjay Nayak",1983-10-04,Male,XXXX-XXXX-1870,9844038690,sanjay.nayak15@example.com,"#130, Main Road, Dakshina Kannada","#130, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Bunder PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"PC Shivakumar N. (KSP-CON-6721)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAK-0510,"Deepak Choudhury",1999-12-07,Male,XXXX-XXXX-1907,9844046609,deepak.choudhury16@example.com,"#145, Main Road, Dakshina Kannada","#145, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Ullal PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAK-0511,"Venkatesh Shetty",1973-02-10,Male,XXXX-XXXX-1944,9844054528,venkatesh.shetty17@example.com,"#160, Main Road, Dakshina Kannada","#160, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Puttur PS,Tatkal,TATKAL,"Tourism",France,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAK-0512,"Suresh Kumar",1989-04-13,Male,XXXX-XXXX-1981,9844062447,suresh.kumar18@example.com,"#175, Main Road, Dakshina Kannada","#175, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Bantwal PS,Fresh,NORMAL,"Tourism",Australia,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-DAK-0513,"Vijay Iyengar",2005-06-16,Male,XXXX-XXXX-2018,9844070366,vijay.iyengar19@example.com,"#190, Main Road, Dakshina Kannada","#190, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Kadri PS,Renewal,NORMAL,"Family Visit",Japan,PENDING,"PC Ningappa H. (KSP-CON-8032)",false,false,,false,false,,,
PV-2026-DAK-0514,"Sanjay Nayak",1979-08-19,Male,XXXX-XXXX-2055,9844078285,sanjay.nayak20@example.com,"#205, Main Road, Dakshina Kannada","#205, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Mangaluru North PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,PENDING,"WHC Renuka B. (KSP-CON-3891)",false,false,,false,false,,,
PV-2026-DAK-0515,"Deepak Choudhury",1995-10-22,Male,XXXX-XXXX-2092,9844086204,deepak.choudhury21@example.com,"#220, Main Road, Dakshina Kannada","#220, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Bunder PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,PENDING,"WPC Geetha R. (KSP-CON-4902)",false,false,,false,false,,,
PV-2026-DAK-0516,"Venkatesh Shetty",1969-12-25,Male,XXXX-XXXX-2129,9844094123,venkatesh.shetty22@example.com,"#235, Main Road, Dakshina Kannada","#235, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Ullal PS,Renewal,NORMAL,"Employment (Gulf)",United Arab Emirates,FIELD_VISIT_DONE,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,,
PV-2026-DAK-0517,"Suresh Kumar",1985-02-28,Male,XXXX-XXXX-2166,9844102042,suresh.kumar23@example.com,"#250, Main Road, Dakshina Kannada","#250, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Puttur PS,Fresh,NORMAL,"Tourism",France,FIELD_VISIT_DONE,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,,
PV-2026-DAK-0518,"Vijay Iyengar",2001-04-03,Male,XXXX-XXXX-2203,9844109961,vijay.iyengar24@example.com,"#265, Main Road, Dakshina Kannada","#265, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Bantwal PS,Tatkal,TATKAL,"Tourism",Australia,PENDING,"PC Chethan V. (KSP-CON-6245)",false,false,,false,false,,,
PV-2026-DAK-0519,"Sanjay Nayak",1975-06-06,Male,XXXX-XXXX-2240,9844117880,sanjay.nayak25@example.com,"#280, Main Road, Dakshina Kannada","#280, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Kadri PS,Renewal,URGENT,"Family Visit",Japan,FLAGGED,"PC Venkatesh G. (KSP-CON-5512)",true,true,FIR-2025-620/DAK,true,false,,"FLAGGED TO SPECIAL BRANCH / CID: Linked to FIR-2025-620/DAK. Case pending in jurisdictional court.",2026-06-15T11:20:00
PV-2026-DAK-0520,"Deepak Choudhury",1991-08-09,Male,XXXX-XXXX-2277,9844125799,deepak.choudhury26@example.com,"#295, Main Road, Dakshina Kannada","#295, Main Road, Dakshina Kannada",Bengaluru,Dakshina Kannada,Mangaluru North PS,Fresh,NORMAL,"Work Visa (USA)",United States of America,REJECTED,"HC Basavaraj M. (KSP-CON-1890)",true,false,,false,false,"Adverse report: Ongoing criminal investigation and FIR pending","Application rejected by Police Sub-Inspector. Reason: Adverse report: Ongoing criminal investigation and FIR pending",2026-05-10T16:00:00
PV-2026-HAS-0521,"Rahul Rao",1989-06-08,Male,XXXX-XXXX-2314,9844133718,rahul.rao27@example.com,"#10, Main Road, Hassan","#10, Main Road, Hassan",Bengaluru,Hassan,Hassan City PS,Tatkal,TATKAL,"Tourism",France,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAS-0522,"Girish Shekhar",2005-08-11,Male,XXXX-XXXX-2351,9844141637,girish.shekhar28@example.com,"#25, Main Road, Hassan","#25, Main Road, Hassan",Bengaluru,Hassan,Hassan Extension PS,Fresh,NORMAL,"Tourism",Australia,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAS-0523,"Sunil Joshi",1979-10-14,Male,XXXX-XXXX-2388,9844149556,sunil.joshi29@example.com,"#40, Main Road, Hassan","#40, Main Road, Hassan",Bengaluru,Hassan,Arsikere PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"PC Ningappa H. (KSP-CON-8032)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAS-0524,"Raghavendra Pillai",1995-12-17,Male,XXXX-XXXX-2425,9844157475,raghavendra.pillai30@example.com,"#55, Main Road, Hassan","#55, Main Road, Hassan",Bengaluru,Hassan,Channarayapatna PS,Renewal,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"WHC Renuka B. (KSP-CON-3891)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAS-0525,"Sachin Gowda",1969-02-20,Male,XXXX-XXXX-2462,9844165394,sachin.gowda31@example.com,"#70, Main Road, Hassan","#70, Main Road, Hassan",Bengaluru,Hassan,Sakleshpur PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"WPC Geetha R. (KSP-CON-4902)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAS-0526,"Rahul Rao",1985-04-23,Male,XXXX-XXXX-2499,9844173313,rahul.rao32@example.com,"#85, Main Road, Hassan","#85, Main Road, Hassan",Bengaluru,Hassan,Hassan City PS,Tatkal,TATKAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"HC Manjunatha S. (KSP-CON-2044)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAS-0527,"Girish Shekhar",2001-06-26,Male,XXXX-XXXX-2536,9844181232,girish.shekhar33@example.com,"#100, Main Road, Hassan","#100, Main Road, Hassan",Bengaluru,Hassan,Hassan Extension PS,Renewal,NORMAL,"Tourism",France,VERIFIED,"PC Praveen Gowda (KSP-CON-5120)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAS-0528,"Sunil Joshi",1975-08-01,Male,XXXX-XXXX-2573,9844189151,sunil.joshi34@example.com,"#115, Main Road, Hassan","#115, Main Road, Hassan",Bengaluru,Hassan,Arsikere PS,Fresh,URGENT,"Tourism",Australia,VERIFIED,"PC Chethan V. (KSP-CON-6245)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAS-0529,"Raghavendra Pillai",1991-10-04,Male,XXXX-XXXX-2610,9844197070,raghavendra.pillai35@example.com,"#130, Main Road, Hassan","#130, Main Road, Hassan",Bengaluru,Hassan,Channarayapatna PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"PC Venkatesh G. (KSP-CON-5512)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAS-0530,"Sachin Gowda",1965-12-07,Male,XXXX-XXXX-2647,9844204989,sachin.gowda36@example.com,"#145, Main Road, Hassan","#145, Main Road, Hassan",Bengaluru,Hassan,Sakleshpur PS,Renewal,NORMAL,"Work Visa (USA)",United States of America,VERIFIED,"HC Basavaraj M. (KSP-CON-1890)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAS-0531,"Rahul Rao",1981-02-10,Male,XXXX-XXXX-2684,9844212908,rahul.rao37@example.com,"#160, Main Road, Hassan","#160, Main Road, Hassan",Bengaluru,Hassan,Hassan City PS,Tatkal,TATKAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAS-0532,"Girish Shekhar",1997-04-13,Male,XXXX-XXXX-2721,9844220827,girish.shekhar38@example.com,"#175, Main Road, Hassan","#175, Main Road, Hassan",Bengaluru,Hassan,Hassan Extension PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-HAS-0533,"Sunil Joshi",1971-06-16,Male,XXXX-XXXX-2758,9844228746,sunil.joshi39@example.com,"#190, Main Road, Hassan","#190, Main Road, Hassan",Bengaluru,Hassan,Arsikere PS,Renewal,NORMAL,"Tourism",France,PENDING,"PC Anand Kumar T. (KSP-CON-7104)",false,false,,false,false,,,
PV-2026-HAS-0534,"Raghavendra Pillai",1987-08-19,Male,XXXX-XXXX-2795,9844236665,raghavendra.pillai40@example.com,"#205, Main Road, Hassan","#205, Main Road, Hassan",Bengaluru,Hassan,Channarayapatna PS,Fresh,NORMAL,"Tourism",Australia,PENDING,"PC Shivakumar N. (KSP-CON-6721)",false,false,,false,false,,,
PV-2026-HAS-0535,"Sachin Gowda",2003-10-22,Male,XXXX-XXXX-2832,9844244584,sachin.gowda41@example.com,"#220, Main Road, Hassan","#220, Main Road, Hassan",Bengaluru,Hassan,Sakleshpur PS,Fresh,NORMAL,"Family Visit",Japan,PENDING,"WHC Savitha D. (KSP-CON-3310)",false,false,,false,false,,,
PV-2026-HAS-0536,"Rahul Rao",1977-12-25,Male,XXXX-XXXX-2869,9844252503,rahul.rao42@example.com,"#235, Main Road, Hassan","#235, Main Road, Hassan",Bengaluru,Hassan,Hassan City PS,Renewal,NORMAL,"Work Visa (USA)",United States of America,FIELD_VISIT_DONE,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,,
PV-2026-HAS-0537,"Girish Shekhar",1993-02-28,Male,XXXX-XXXX-2906,9844260422,girish.shekhar43@example.com,"#250, Main Road, Hassan","#250, Main Road, Hassan",Bengaluru,Hassan,Hassan Extension PS,Fresh,NORMAL,"Higher Studies (UK/Europe)",Germany,FIELD_VISIT_DONE,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,,
PV-2026-HAS-0538,"Sunil Joshi",1967-04-03,Male,XXXX-XXXX-2943,9844268341,sunil.joshi44@example.com,"#265, Main Road, Hassan","#265, Main Road, Hassan",Bengaluru,Hassan,Arsikere PS,Tatkal,TATKAL,"Employment (Gulf)",United Arab Emirates,PENDING,"PC Ningappa H. (KSP-CON-8032)",false,false,,false,false,,,
PV-2026-HAS-0539,"Raghavendra Pillai",1983-06-06,Male,XXXX-XXXX-2980,9844276260,raghavendra.pillai45@example.com,"#280, Main Road, Hassan","#280, Main Road, Hassan",Bengaluru,Hassan,Channarayapatna PS,Renewal,URGENT,"Tourism",France,FLAGGED,"WHC Renuka B. (KSP-CON-3891)",true,true,FIR-2025-640/HAS,true,false,,"FLAGGED TO SPECIAL BRANCH / CID: Linked to FIR-2025-640/HAS. Case pending in jurisdictional court.",2026-06-15T11:20:00
PV-2026-HAS-0540,"Sachin Gowda",1999-08-09,Male,XXXX-XXXX-3017,9844284179,sachin.gowda46@example.com,"#295, Main Road, Hassan","#295, Main Road, Hassan",Bengaluru,Hassan,Sakleshpur PS,Fresh,NORMAL,"Tourism",Australia,REJECTED,"WPC Geetha R. (KSP-CON-4902)",true,false,,false,false,"Address proof submitted found forged or non-verifiable","Application rejected by Police Sub-Inspector. Reason: Address proof submitted found forged or non-verifiable",2026-05-10T16:00:00
PV-2026-KOD-0541,"Venkatesh Verma",1997-06-08,Male,XXXX-XXXX-3054,9844292098,venkatesh.verma47@example.com,"#10, Main Road, Kodagu","#10, Main Road, Kodagu",Bengaluru,Kodagu,Madikeri Town PS,Tatkal,TATKAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"HC Ramaiah B. (KSP-CON-4421)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOD-0542,"Suresh Bhat",1971-08-11,Male,XXXX-XXXX-3091,9844300017,suresh.bhat48@example.com,"#25, Main Road, Kodagu","#25, Main Road, Kodagu",Bengaluru,Kodagu,Kushalnagar PS,Fresh,NORMAL,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Suresh K. (KSP-CON-3189)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOD-0543,"Vijay Das",1987-10-14,Male,XXXX-XXXX-3128,9844307936,vijay.das49@example.com,"#40, Main Road, Kodagu","#40, Main Road, Kodagu",Bengaluru,Kodagu,Virajpet PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"PC Anand Kumar T. (KSP-CON-7104)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOD-0544,"Sanjay Nambiar",2003-12-17,Male,XXXX-XXXX-3165,9844315855,sanjay.nambiar50@example.com,"#55, Main Road, Kodagu","#55, Main Road, Kodagu",Bengaluru,Kodagu,Somwarpet PS,Renewal,NORMAL,"Tourism",Australia,VERIFIED,"PC Shivakumar N. (KSP-CON-6721)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOD-0545,"Deepak Varma",1977-02-20,Male,XXXX-XXXX-3202,9844323774,deepak.varma51@example.com,"#70, Main Road, Kodagu","#70, Main Road, Kodagu",Bengaluru,Kodagu,Madikeri Town PS,Fresh,NORMAL,"Family Visit",Japan,VERIFIED,"WHC Savitha D. (KSP-CON-3310)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOD-0546,"Venkatesh Verma",1993-04-23,Male,XXXX-XXXX-3239,9844331693,venkatesh.verma52@example.com,"#85, Main Road, Kodagu","#85, Main Road, Kodagu",Bengaluru,Kodagu,Kushalnagar PS,Tatkal,TATKAL,"Work Visa (USA)",United States of America,VERIFIED,"HC Mallikarjun K. (KSP-CON-1678)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOD-0547,"Suresh Bhat",1967-06-26,Male,XXXX-XXXX-3276,9844339612,suresh.bhat53@example.com,"#100, Main Road, Kodagu","#100, Main Road, Kodagu",Bengaluru,Kodagu,Virajpet PS,Renewal,NORMAL,"Higher Studies (UK/Europe)",Germany,VERIFIED,"HC Raghavendra P. (KSP-CON-2987)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOD-0548,"Vijay Das",1983-08-01,Male,XXXX-XXXX-3313,9844347531,vijay.das54@example.com,"#115, Main Road, Kodagu","#115, Main Road, Kodagu",Bengaluru,Kodagu,Somwarpet PS,Fresh,URGENT,"Employment (Gulf)",United Arab Emirates,VERIFIED,"PC Ningappa H. (KSP-CON-8032)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
PV-2026-KOD-0549,"Sanjay Nambiar",1999-10-04,Male,XXXX-XXXX-3350,9844355450,sanjay.nambiar55@example.com,"#130, Main Road, Kodagu","#130, Main Road, Kodagu",Bengaluru,Kodagu,Madikeri Town PS,Fresh,NORMAL,"Tourism",France,VERIFIED,"WHC Renuka B. (KSP-CON-3891)",true,false,,false,false,,"Clear verification report approved. No adverse records found in CCTNS Karnataka database. Passport grant recommended.",2026-07-20T14:30:00
